trial_id,chord_index,Symbol,Order,IC,Entropy,Function,SensoryDissonance,SpectralComplexity,SpectralCentroid
4_31_S,9,I,5,3.984414306,4.42463311,diff,0.3789454232156277,1.69,1895.8002221679687
4_31_S,10,I,5,1.988073349,4.738395637,diff,0.38502813756465915,1.61,1904.4252099609375
4_35_O,0,i,2,3.770113814,4.827122121,diff,0.3821344600617886,1.71,1909.071026611328
4_35_O,1,iv,3,3.813668881,4.846779336,diff,0.3867014756798744,1.52,1962.6397705078125
4_35_O,2,V,4,4.755054113,4.554490918,diff,0.3826933491230011,1.23,1947.867646484375
4_35_O,3,i,4,3.432483674,3.947102728,diff,0.37650279894471167,1.71,1908.3422619628907
4_35_O,4,vio,4,7.811515321,3.932505807,diff,0.36293068557977676,1.48,1869.745458984375
4_35_O,5,iv,2,2.309803886,4.335385185,diff,0.39022185623645783,1.47,1962.1401110839843
4_35_O,6,V,2,5.373126112,4.165129289,diff,0.3772104722261429,1.13,1954.3142578125
4_35_O,7,I,2,3.445830252,4.94092735,diff,0.3845519065856934,1.63,1944.7198376464844
4_35_O,8,i,3,5.721860896,5.049576881,diff,0.38581378236413,1.77,1892.1534924316406
4_35_O,9,iv,3,4.720116756,4.682255939,diff,0.3898242262005806,1.47,1969.3876977539062
4_35_O,10,V,3,4.664778917,4.734942755,diff,0.36906403943896293,1.25,1927.2862622070313
4_35_S,0,i,2,3.770113814,4.827122121,diff,0.3821344600617886,1.71,1909.071026611328
4_35_S,1,iv,3,3.813668881,4.846779336,diff,0.3867014756798744,1.52,1962.6397705078125
4_35_S,2,V,4,4.755054113,4.554490918,diff,0.3826933491230011,1.23,1947.867646484375
4_35_S,3,i,4,3.432483674,3.947102728,diff,0.37650279894471167,1.71,1908.3422619628907
4_35_S,4,vio,4,7.811515321,3.932505807,diff,0.3629306843876839,1.48,1869.7454577636718
4_35_S,5,-VII,2,2.312795902,4.335385185,diff,0.3903460094332695,1.23,1942.2706140136718
4_35_S,6,V,2,5.098812863,4.495762225,diff,0.3781192794442177,1.13,1954.2269213867187
4_35_S,7,I,2,3.165606751,4.77198276,diff,0.38455252945423124,1.63,1944.7201159667968
4_35_S,8,i,3,5.81737594,5.025000503,diff,0.38581386744976043,1.77,1892.1533410644531
4_35_S,9,iv,3,4.720116756,4.682255939,diff,0.38982361406087873,1.47,1969.3874536132812
4_35_S,10,V,3,4.664778917,4.734942755,diff,0.3690641249716282,1.25,1927.286121826172
4_49_O,0,I,5,0.3450668093,1.696978119,same,0.37850758865475653,1.74,1842.3166845703124
4_49_O,1,-VI,7,2.323673225,4.266611912,same,0.3783867783844471,1.26,1941.6742333984375
4_49_O,2,-VII,7,0.5020633522,2.354202863,same,0.38515441477298734,1.33,1934.2890380859376
4_49_O,3,I,5,0.3450668093,1.696978119,same,0.37811732858419417,1.69,1840.3567651367186
4_49_O,4,I,10,2.170319996,4.05954959,same,0.3853097829222679,1.65,1852.4111938476562
4_49_O,5,I,10,2.250737931,4.287486681,same,0.37924652844667434,1.68,1833.711368408203
4_49_O,6,I,8,1.542819532,4.184440856,same,0.3756053230166435,1.7,1837.5607763671876
4_49_O,7,-VII,6,4.701295322,4.005031643,same,0.3870491433143616,1.32,1932.2628063964844
4_49_O,8,-VII,6,1.852367321,3.912732996,same,0.38583462238311766,1.38,1932.189560546875
4_49_O,9,-VI,7,4.24507604,4.452533871,same,0.38078911647200586,1.23,1940.4977087402344
4_49_O,10,-VI,4,1.002637896,3.53879054,same,0.3885153579711914,1.3,1938.7396057128906
4_49_S,0,I,5,0.3450668093,1.696978119,same,0.37850758865475653,1.74,1842.3166845703124
4_49_S,1,-VI,7,2.323673225,4.266611912,same,0.3783867783844471,1.26,1941.6742333984375
4_49_S,2,-VII,7,0.5020633522,2.354202863,same,0.38515441477298734,1.33,1934.2890380859376
4_49_S,3,I,5,0.3450668093,1.696978119,same,0.37811732858419417,1.69,1840.3567651367186
4_49_S,4,I,10,2.170319996,4.05954959,same,0.38530978441238406,1.65,1852.4111975097655
4_49_S,5,-VI,10,2.255062292,4.287486681,same,0.3896974700689316,1.19,1953.3404040527344
4_49_S,6,I,5,5.292330311,3.923152447,same,0.37285155728459357,1.7,1837.5513415527344
4_49_S,7,-VII,4,4.810400995,4.897084731,same,0.38704860508441924,1.32,1932.2623596191406
4_49_S,8,-VII,3,5.092858995,3.458604879,same,0.3858349445462227,1.38,1932.1895935058594
4_49_S,9,-VI,3,4.472706127,5.115352172,same,0.3807892891764641,1.23,1940.4980151367188
4_49_S,10,-VI,4,1.941630698,4.576161896,same,0.3885612601041794,1.3,1938.74
4_105_O,0,ii,4,6.47245674,4.35457773,same,0.3692122414708138,1.19,1934.7816357421875
4_105_O,1,IV,3,5.606423895,5.000494654,same,0.3782215312123299,1.31,1967.081043701172
4_105_O,2,I,2,3.663681747,5.169992723,same,0.3981646379828453,1.7,1923.6499255371093
4_105_O,3,-III,3,5.594318932,5.237810818,same,0.3775595062971115,1.62,1828.9333569335938
4_105_O,4,-VII,3,3.316915975,4.8014875,same,0.3778332401812077,1.1,1956.8944396972656
4_105_O,5,I,4,2.637227292,4.410251944,same,0.40001462936401366,1.68,1923.5781225585938
4_105_O,6,V,5,4.531529645,4.182134822,same,0.3693651181459427,1.46,1965.1568041992186
4_105_O,7,vi,4,5.259395091,4.823051238,same,0.38869577288627627,1.53,1962.7443713378907
4_105_O,8,IV,3,3.852737612,5.113352498,same,0.3743414668738842,1.34,1972.6756823730468
4_105_O,9,V,4,2.373966235,4.50728225,same,0.3606234654784203,1.41,1962.2587536621095
4_105_O,10,I,5,1.988804317,4.452797361,same,0.39168539971113203,1.83,1928.9296545410157
4_105_S,0,ii,4,6.47245674,4.35457773,same,0.3692122414708138,1.19,1934.7816357421875
4_105_S,1,IV,3,5.606423895,5.000494654,same,0.3782215312123299,1.31,1967.081043701172
4_105_S,2,I,2,3.663681747,5.169992723,same,0.3981646379828453,1.7,1923.6499255371093
4_105_S,3,-III,3,5.594318932,5.237810818,same,0.3775595062971115,1.62,1828.9333569335938
4_105_S,4,-VII,3,3.316915975,4.8014875,same,0.37783324167132376,1.1,1956.8944396972656
4_105_S,5,-III,4,2.64908998,4.410251944,same,0.3888307300209999,1.78,1848.3692053222655
4_105_S,6,V,4,6.697683151,2.118671045,same,0.3697980722784996,1.46,1965.2717602539062
4_105_S,7,vi,3,6.170693034,4.849359136,same,0.3880787765979767,1.53,1962.7443786621093
4_105_S,8,IV,2,4.447764562,5.324186887,same,0.3743414810299873,1.34,1972.6753137207031
4_105_S,9,V,3,3.464881253,5.132897511,same,0.3606232249736786,1.41,1962.2586193847656
4_105_S,10,I,4,2.853453293,4.911854118,same,0.3916870406270027,1.83,1928.929520263672
