response,trial_id,quadrant,sequence_id,version,time,chord_index,pleasantness_rating
R_62Rs0EUUEsYnwXI,2_40_S,2,40,S,25.159205,8,-65.0
R_62Rs0EUUEsYnwXI,2_40_S,2,40,S,25.403218,8,-65.0
R_62Rs0EUUEsYnwXI,2_40_S,2,40,S,25.666454,8,-65.0
R_62Rs0EUUEsYnwXI,2_40_S,2,40,S,25.942438,8,-65.0
R_62Rs0EUUEsYnwXI,2_40_S,2,40,S,26.214717,8,-65.0
R_62Rs0EUUEsYnwXI,2_40_S,2,40,S,26.474687,9,-65.0
R_62Rs0EUUEsYnwXI,2_40_S,2,40,S,26.747084,9,-65.0
R_62Rs0EUUEsYnwXI,2_40_S,2,40,S,26.999807,9,-65.0
R_62Rs0EUUEsYnwXI,2_40_S,2,40,S,27.266166,9,-65.0
R_62Rs0EUUEsYnwXI,2_40_S,2,40,S,27.522269,9,-65.0
R_62Rs0EUUEsYnwXI,2_40_S,2,40,S,27.811833,9,-65.0
R_62Rs0EUUEsYnwXI,2_40_S,2,40,S,28.068496,9,-86.0
R_62Rs0EUUEsYnwXI,2_40_S,2,40,S,28.346745,9,-86.0
R_62Rs0EUUEsYnwXI,2_40_S,2,40,S,28.614208,9,-86.0
R_62Rs0EUUEsYnwXI,2_40_S,2,40,S,28.87081,10,-86.0
R_62Rs0EUUEsYnwXI,2_40_S,2,40,S,29.139562,10,-86.0
R_62Rs0EUUEsYnwXI,2_40_S,2,40,S,29.397246,10,-91.0
R_62Rs0EUUEsYnwXI,2_40_S,2,40,S,29.679293,10,-95.0
R_62Rs0EUUEsYnwXI,2_40_S,2,40,S,29.94965,10,-95.0
R_62Rs0EUUEsYnwXI,2_40_S,2,40,S,30.215747,10,-95.0
R_62Rs0EUUEsYnwXI,2_40_S,2,40,S,30.483204,10,-95.0
R_62Rs0EUUEsYnwXI,2_40_S,2,40,S,30.734223,10,-95.0
R_62Rs0EUUEsYnwXI,2_40_S,2,40,S,30.996371,10,-95.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,0.0006757151234637604,-2,
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,0.25048454166665124,-2,
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,0.2734464666666516,-2,
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,0.5244820989999655,-2,
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,0.7755703903333377,-2,
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,1.0268081569999794,-2,
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,1.2765551156666504,-2,
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,1.5267134760000103,-2,
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,1.7778400586666592,-2,
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,2.027982007666665,-2,
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,2.2787602580000117,-2,
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,2.5297794750000087,-1,-1.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,2.7797493506666555,-1,5.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,3.030856730999974,-1,8.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,3.2810600226666486,-1,8.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,3.5313081583333594,-1,5.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,3.7824346580000183,-1,4.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,4.032699939000006,-1,4.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,4.283682355999997,-1,4.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,4.5348467489999695,-1,4.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,4.7857967073333105,-1,4.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,5.036867999999992,0,4.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,5.287639542000028,0,4.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,5.5382065490000025,0,4.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,5.788602924333345,0,4.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,6.038742624333354,0,4.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,6.289660082666668,0,4.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,6.540663434333308,0,4.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,6.791687225333313,0,4.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,7.042174965666642,0,4.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,7.293336507999989,1,4.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,7.544229091333336,1,4.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,7.794333740333308,1,4.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,8.045210740000027,1,4.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,8.295435338666712,1,26.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,8.545492963333327,1,46.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,8.795561063666685,1,59.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,9.045597022333327,1,71.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,9.29568441599999,1,78.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,9.545786207999994,1,83.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,9.796922800333355,2,83.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,10.047097008666698,2,82.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,10.29822137433332,2,79.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,10.54923670766668,2,79.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,10.800357540999995,2,79.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,11.051415300333336,2,79.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,11.301887382666656,2,80.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,11.552923507666643,2,82.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,11.803296601333315,2,82.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,12.054294059333314,3,82.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,12.305185624999972,3,82.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,12.55570699966665,3,85.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,12.806737078666641,3,91.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,13.057763870333346,3,94.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,13.308440198666657,3,95.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,13.559412948999986,3,95.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,13.810210448666684,3,95.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,14.061553906999995,3,95.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,14.31253007333335,3,95.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,14.563518281666669,4,95.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,14.813693239666671,4,90.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,15.06430343966669,4,84.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,15.315447314999977,4,79.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,15.566590332666651,4,79.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,15.817403082999995,4,80.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,16.068485688999957,4,80.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,16.319477064000015,4,80.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,16.57053525000002,4,80.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,16.8213555,5,80.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,17.071767632333348,5,79.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,17.322313966333365,5,62.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,17.573019125333364,5,6.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,17.823550791666662,5,-36.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,18.07365348100003,5,-66.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,18.324104772999995,5,-73.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,18.575107124666694,5,-76.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,18.825207999333383,5,-85.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,19.076699124666693,5,-89.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,19.326371250333317,6,-89.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,19.57748124966668,6,-89.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,19.828253355999998,6,-90.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,20.078593355666648,6,-97.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,20.329721480999993,6,-97.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,20.580779689333333,6,-97.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,20.831461374333326,6,-97.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,21.08245699933334,6,-97.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,21.333452125000004,6,-97.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,21.58404737533334,6,-97.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,21.835106550333325,7,-97.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,22.085197142333307,7,-95.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,22.335870975666616,7,-40.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,22.58653797533333,7,-17.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,22.837172309000046,7,6.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,23.087509642333337,7,22.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,23.337644763000032,7,29.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,23.588472263666656,7,30.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,23.83944229933335,7,29.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,24.090481883000006,8,29.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,24.341543596333324,8,38.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,24.591990388333347,8,51.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,24.843266147666682,8,58.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,25.093832272333334,8,61.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,25.344026633333318,8,61.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,25.595958008333334,8,61.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,25.846676813666623,8,62.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,26.096766022666667,8,62.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,26.347854832999975,8,62.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,26.598860500000015,9,62.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,26.84990280933335,9,61.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,27.100131642333345,9,68.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,27.35082120733335,9,76.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,27.601964541000022,9,76.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,27.852769225333326,9,76.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,28.10339055933333,9,76.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,28.35351768433333,9,75.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,28.604546720999977,9,74.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,28.85503526299996,10,73.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,29.106283625000014,10,73.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,29.356842165999996,10,80.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,29.607906873999983,10,89.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,29.859347124000003,10,89.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,30.10999179966664,10,90.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,30.36105900833332,10,90.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,30.61212055933329,10,90.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,30.863165517666673,10,90.0
R_1TxCWzBLCRYWFYl,2_40_S,2,40,S,31.114189167,10,90.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,0.053385,-2,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,0.317733,-2,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,0.584554,-2,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,0.849584,-2,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,1.117168,-2,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,1.381473,-2,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,1.645884,-2,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,1.913939,-2,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,2.178837,-2,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,2.443246,-1,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,2.710912,-1,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,2.975771,-1,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,3.240497,-1,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,3.507697,-1,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,3.75354,-1,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,4.017853,-1,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,4.283965,-1,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,4.569612,-1,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,4.81448,0,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,5.080661,0,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,5.347534,0,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,5.614861,0,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,5.879614,0,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,6.145201,0,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,6.409653,0,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,6.676068,0,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,6.943959,0,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,7.208266,1,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,7.475304,1,
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,7.74099,1,-1.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,8.005465,1,2.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,8.270562,1,13.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,8.538874,1,36.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,8.804095,1,41.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,9.068698,1,41.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,9.335994,1,41.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,9.601964,2,41.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,9.866223,2,41.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,10.13225,2,41.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,10.399555,2,41.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,10.664721,2,42.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,10.929468,2,49.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,11.197705,2,49.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,11.462045,2,49.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,11.729322,2,49.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,11.994601,2,49.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,12.261105,3,49.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,12.525671,3,49.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,12.791552,3,49.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,13.058359,3,53.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,13.324689,3,66.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,13.589753,3,66.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,13.855104,3,66.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,14.121662,3,66.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,14.386321,3,66.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,14.654676,4,66.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,14.919147,4,65.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,15.185788,4,61.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,15.450185,4,61.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,15.717037,4,61.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,15.982039,4,61.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,16.250097,4,61.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,16.515106,4,61.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,16.780081,4,61.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,17.046984,5,61.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,17.312334,5,61.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,17.576745,5,61.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,17.845953,5,59.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,18.111184,5,59.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,18.375824,5,59.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,18.641091,5,59.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,18.907879,5,59.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,19.173782,5,59.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,19.439251,6,59.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,19.707081,6,59.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,19.971724,6,57.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,20.237277,6,57.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,20.502487,6,56.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,20.769,6,55.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,21.035229,6,55.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,21.300256,6,55.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,21.566305,6,55.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,21.83283,7,55.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,22.098453,7,55.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,22.363599,7,55.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,22.632517,7,55.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,22.896695,7,56.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,23.161944,7,67.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,23.427082,7,67.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,23.692988,7,67.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,23.958959,7,67.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,24.225752,8,67.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,24.491046,8,67.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,24.756299,8,67.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,25.023063,8,67.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,25.287941,8,67.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,25.55365,8,62.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,25.819711,8,56.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,26.084483,8,56.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,26.330537,8,56.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,26.616859,9,56.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,26.881486,9,56.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,27.127081,9,57.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,27.39455,9,64.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,27.659179,9,71.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,27.924265,9,74.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,28.192245,9,74.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,28.456698,9,74.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,28.723335,9,74.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,28.989179,10,74.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,29.255907,10,74.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,29.519948,10,74.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,29.785295,10,74.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,30.050537,10,85.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,30.319083,10,85.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,30.58467,10,85.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,30.849703,10,85.0
R_7CeVJiseeSsgCh6,2_40_S,2,40,S,31.117074,10,85.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,0.163475,-2,
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,0.423703,-2,
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,0.695836,-2,
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,0.970519,-2,
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,1.237969,-2,
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,1.496528,-2,
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,1.760325,-2,
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,2.020122,-2,
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,2.277221,-2,
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,2.570785,-1,
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,2.833671,-1,
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,3.094811,-1,
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,3.365707,-1,
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,3.622448,-1,
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,3.874304,-1,
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,4.155439,-1,
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,4.420662,-1,
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,4.689768,-1,17.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,4.94887,0,43.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,5.218885,0,45.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,5.478253,0,49.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,5.729158,0,50.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,6.026616,0,48.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,6.278017,0,46.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,6.54682,0,46.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,6.803534,0,46.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,7.073453,0,46.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,7.340622,1,46.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,7.61235,1,46.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,7.880469,1,46.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,8.150494,1,46.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,8.420987,1,46.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,8.688144,1,46.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,8.940114,1,46.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,9.210542,1,46.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,9.497609,1,46.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,9.769347,2,46.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,10.04018,2,46.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,10.290877,2,46.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,10.555501,2,46.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,10.81373,2,46.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,11.080799,2,46.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,11.371407,2,46.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,11.62686,2,44.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,11.893063,2,44.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,12.15275,3,44.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,12.409801,3,44.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,12.671009,3,44.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,12.955071,3,44.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,13.220472,3,44.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,13.476079,3,44.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,13.740949,3,44.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,14.001937,3,50.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,14.270679,3,46.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,14.528015,4,49.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,14.813102,4,49.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,15.079583,4,49.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,15.341541,4,52.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,15.605118,4,52.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,15.863875,4,52.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,16.12842,4,53.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,16.415868,4,53.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,16.675791,4,48.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,16.930789,5,53.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,17.192211,5,38.0
R_7rwXPXtG1YFPvVJ,2_40_S,2,40,S,17.457773,5,57.0
