,response,trial_id,chord_index,chord_pleasantness,Symbol,Order,IC,Entropy,HarmonicFunction,SensoryDissonance,SpectralComplexity,SpectralCentroid
5482,R_1dsJS0UUWqDvId3,2_14_O,7,78.0,IV,2.0,4.301337152,5.272412559,same,0.3887652689218521,1.22,1946.2508642578125
5483,R_1dsJS0UUWqDvId3,2_14_O,8,78.0,I,3.0,4.592055069,5.061006711,same,0.3547029067575931,1.21,1867.5308264160155
5484,R_1dsJS0UUWqDvId3,2_14_O,9,78.0,I,3.0,3.962541462,5.306896587,same,0.3541190131008625,1.28,1875.749455566406
5485,R_1dsJS0UUWqDvId3,2_14_O,10,78.0,IV,4.0,4.054971171,5.236986381,same,0.3879170644283294,1.22,1947.8462268066403
5486,R_1dsJS0UUWqDvId3,2_14_S,-2,,,,,,,,,
5487,R_1dsJS0UUWqDvId3,2_14_S,-1,,,,,,,,,
5488,R_1dsJS0UUWqDvId3,2_14_S,0,37.0,II,7.0,4.976741572,4.681977862,same,0.3830081625282764,1.19,1956.9243811035155
5489,R_1dsJS0UUWqDvId3,2_14_S,1,67.0,V,4.0,0.5340987918,2.465682574,same,0.3774457895755768,1.64,1940.298973388672
5490,R_1dsJS0UUWqDvId3,2_14_S,2,67.0,I,8.0,1.891262873,4.300370488,same,0.3616530781984329,1.29,1865.925498046875
5491,R_1dsJS0UUWqDvId3,2_14_S,3,67.0,IV,9.0,2.541591344,4.808225765,same,0.3932518318295478,1.24,1962.8193359375
5492,R_1dsJS0UUWqDvId3,2_14_S,4,49.0,I,7.0,0.8638151729,3.186495745,same,0.3515157333016395,1.31,1871.7534338378907
5493,R_1dsJS0UUWqDvId3,2_14_S,5,-34.0,-V,6.0,8.049121377,3.639555553,same,0.3850214825570583,1.78,1848.3057006835936
5494,R_1dsJS0UUWqDvId3,2_14_S,6,-5.0,I,1.0,5.03763517,5.402441086,same,0.3610274474322796,1.28,1877.339794921875
5495,R_1dsJS0UUWqDvId3,2_14_S,7,28.0,IV,2.0,5.428224124,5.172707439,same,0.3887651479244232,1.22,1946.250928955078
5496,R_1dsJS0UUWqDvId3,2_14_S,8,7.0,I,2.0,4.332751267,5.379991779,same,0.3547026914358139,1.21,1867.5311169433592
5497,R_1dsJS0UUWqDvId3,2_14_S,9,-58.0,I,3.0,3.962541462,5.306896587,same,0.3541186048090458,1.28,1875.7489221191408
5498,R_1dsJS0UUWqDvId3,2_14_S,10,30.0,IV,4.0,4.054971171,5.236986381,same,0.3879161700606346,1.22,1947.847042236328
5499,R_1dsJS0UUWqDvId3,2_20_O,-2,1.0,,,,,,,,
5500,R_1dsJS0UUWqDvId3,2_20_O,-1,0.0,,,,,,,,
5501,R_1dsJS0UUWqDvId3,2_20_O,0,-53.0,I,5.0,2.410412989,4.885346012,diff,0.3823894493281841,1.28,1931.30701171875
5502,R_1dsJS0UUWqDvId3,2_20_O,1,-76.0,I,6.0,1.849036775,4.390264316,diff,0.3845217472314834,1.29,1934.4318676757812
5503,R_1dsJS0UUWqDvId3,2_20_O,2,23.0,IV,7.0,3.292950283,4.676006402,diff,0.3585559022426605,1.1,1956.4382275390624
5504,R_1dsJS0UUWqDvId3,2_20_O,3,22.0,IV,7.0,2.112240929,4.486370521,diff,0.3578926381468773,1.06,1948.1206311035155
5505,R_1dsJS0UUWqDvId3,2_20_O,4,58.0,V,8.0,3.357395643,4.764408863,diff,0.3762262026965618,1.67,1897.317438964844
5506,R_1dsJS0UUWqDvId3,2_20_O,5,3.0,#IV,9.0,8.627409516,3.17874493,diff,0.3609444761276245,1.41,1959.9244494628904
5507,R_1dsJS0UUWqDvId3,2_20_O,6,-62.0,V,2.0,2.858096142,4.860656852,diff,0.3855293393135071,1.6,1901.3226037597656
5508,R_1dsJS0UUWqDvId3,2_20_O,7,31.0,I,3.0,5.473779002,4.606338169,diff,0.3880584219098091,1.31,1933.301053466797
5509,R_1dsJS0UUWqDvId3,2_20_O,8,-14.0,I,2.0,4.509643678,5.456019778,diff,0.3806428173184394,1.45,1938.1381872558593
5510,R_1dsJS0UUWqDvId3,2_20_O,9,-25.0,I,3.0,4.02649937,5.358034914,diff,0.3846961283683777,1.32,1933.7216638183593
5511,R_1dsJS0UUWqDvId3,2_20_O,10,-57.0,I,4.0,3.265050196,5.192436856,diff,0.3848688891530037,1.33,1932.734920654297
5512,R_1dsJS0UUWqDvId3,2_20_S,-2,,,,,,,,,
5513,R_1dsJS0UUWqDvId3,2_20_S,-1,0.0,,,,,,,,
5514,R_1dsJS0UUWqDvId3,2_20_S,0,-21.0,I,5.0,2.410412989,4.885346012,diff,0.3823894493281841,1.28,1931.30701171875
5515,R_1dsJS0UUWqDvId3,2_20_S,1,-19.0,I,6.0,1.849036775,4.390264316,diff,0.3845217472314834,1.29,1934.4318676757812
5516,R_1dsJS0UUWqDvId3,2_20_S,2,73.0,IV,7.0,3.292950283,4.676006402,diff,0.3585559022426605,1.1,1956.4382275390624
5517,R_1dsJS0UUWqDvId3,2_20_S,3,73.0,IV,7.0,2.112240929,4.486370521,diff,0.3578926381468773,1.06,1948.1206311035155
5518,R_1dsJS0UUWqDvId3,2_20_S,4,36.0,V,8.0,3.357395643,4.764408863,diff,0.3762262026965618,1.67,1897.317438964844
5519,R_1dsJS0UUWqDvId3,2_20_S,5,13.0,vio,9.0,8.627409516,3.17874493,diff,0.3640019237995148,1.14,1924.958839111328
5520,R_1dsJS0UUWqDvId3,2_20_S,6,13.0,V,2.0,4.857480484,4.540377077,diff,0.3876729820668697,1.6,1901.406298828125
5521,R_1dsJS0UUWqDvId3,2_20_S,7,69.0,I,2.0,5.1027507,5.153240517,diff,0.3884016770124435,1.31,1933.3009899902345
5522,R_1dsJS0UUWqDvId3,2_20_S,8,69.0,I,2.0,4.509643678,5.456019778,diff,0.3806439851224422,1.45,1938.138076171875
5523,R_1dsJS0UUWqDvId3,2_20_S,9,69.0,I,3.0,4.02649937,5.358034914,diff,0.3846961656212807,1.32,1933.7218029785156
5524,R_1dsJS0UUWqDvId3,2_20_S,10,40.0,I,4.0,3.265050196,5.192436856,diff,0.3848694679141045,1.33,1932.7355395507811
5525,R_1dsJS0UUWqDvId3,2_40_O,-2,-1.0,,,,,,,,
5526,R_1dsJS0UUWqDvId3,2_40_O,-1,-1.0,,,,,,,,
5527,R_1dsJS0UUWqDvId3,2_40_O,0,-1.0,I,6.0,2.286661151,4.613582186,diff,0.358775620162487,1.53,1954.3548962402344
5528,R_1dsJS0UUWqDvId3,2_40_O,1,61.0,IV,7.0,2.402621205,4.730148204,diff,0.3973574540019035,1.87,1936.1495825195311
5529,R_1dsJS0UUWqDvId3,2_40_O,2,57.0,V,8.0,1.120797348,3.191823123,diff,0.3953138738870621,1.27,1948.4110571289064
5530,R_1dsJS0UUWqDvId3,2_40_O,3,54.0,I,9.0,1.234271396,3.674196161,diff,0.3585298506915569,1.54,1953.4761901855468
5531,R_1dsJS0UUWqDvId3,2_40_O,4,-18.0,IV,10.0,3.045116967,4.834656079,diff,0.3946036465466022,1.82,1936.8656066894532
5532,R_1dsJS0UUWqDvId3,2_40_O,5,58.0,-vio,10.0,10.66762064,1.54376757,diff,0.3978293985128402,1.63,1856.1144323730468
5533,R_1dsJS0UUWqDvId3,2_40_O,6,80.0,vi,1.0,6.202064081,5.216754948,diff,0.3774028286337852,1.75,1894.239287109375
5534,R_1dsJS0UUWqDvId3,2_40_O,7,78.0,I,1.0,5.12423554,5.459869194,diff,0.371881273984909,1.48,1970.1357360839845
5535,R_1dsJS0UUWqDvId3,2_40_O,8,78.0,IV,2.0,3.697211431,5.236700113,diff,0.3873887984454632,1.75,1925.1329931640623
5536,R_1dsJS0UUWqDvId3,2_40_O,9,74.0,V,3.0,3.892633351,5.18115641,diff,0.3897402754426002,1.22,1940.267961425781
5537,R_1dsJS0UUWqDvId3,2_40_O,10,90.0,I,4.0,2.715116517,4.893784162,diff,0.3680696693062782,1.48,1970.566623535156
5538,R_1dsJS0UUWqDvId3,2_40_S,-2,,,,,,,,,
5539,R_1dsJS0UUWqDvId3,2_40_S,-1,,,,,,,,,
5540,R_1dsJS0UUWqDvId3,2_40_S,0,,I,6.0,2.286661151,4.613582186,diff,0.358775620162487,1.53,1954.3548962402344
5541,R_1dsJS0UUWqDvId3,2_40_S,1,32.0,IV,7.0,2.402621205,4.730148204,diff,0.3973574540019035,1.87,1936.1495825195311
5542,R_1dsJS0UUWqDvId3,2_40_S,2,32.0,V,8.0,1.120797348,3.191823123,diff,0.3953138738870621,1.27,1948.4110571289064
5543,R_1dsJS0UUWqDvId3,2_40_S,3,40.0,I,9.0,1.234271396,3.674196161,diff,0.3585298506915569,1.54,1953.4761901855468
5544,R_1dsJS0UUWqDvId3,2_40_S,4,40.0,IV,10.0,3.045116967,4.834656079,diff,0.3946036465466022,1.82,1936.8656091308592
5545,R_1dsJS0UUWqDvId3,2_40_S,5,35.0,-ii,10.0,10.66762064,1.54376757,diff,0.3825821760296821,1.67,1886.720284423828
5546,R_1dsJS0UUWqDvId3,2_40_S,6,35.0,vi,1.0,6.352070348,5.106758281,diff,0.3776340809464454,1.75,1894.120125732422
5547,R_1dsJS0UUWqDvId3,2_40_S,7,27.0,I,1.0,5.12423554,5.459869194,diff,0.3717134457826614,1.48,1970.1362231445312
5548,R_1dsJS0UUWqDvId3,2_40_S,8,43.0,IV,2.0,3.697211431,5.236700113,diff,0.3873882690072059,1.75,1925.1331762695313
5549,R_1dsJS0UUWqDvId3,2_40_S,9,79.0,V,3.0,3.892633351,5.18115641,diff,0.3897390106320381,1.22,1940.267596435547
5550,R_1dsJS0UUWqDvId3,2_40_S,10,99.0,I,4.0,2.715116517,4.893784162,diff,0.3680688449740409,1.48,1970.5666259765624
5551,R_1dsJS0UUWqDvId3,2_70_O,-2,,,,,,,,,
5552,R_1dsJS0UUWqDvId3,2_70_O,-1,-1.0,,,,,,,,
5553,R_1dsJS0UUWqDvId3,2_70_O,0,-1.0,I,6.0,1.892639598,4.498990275,same,0.3995297524333,1.74,1934.4464709472657
5554,R_1dsJS0UUWqDvId3,2_70_O,1,52.0,V,7.0,2.053600333,4.610023322,same,0.3589368742704391,1.44,1970.0960620117187
5555,R_1dsJS0UUWqDvId3,2_70_O,2,91.0,IV,8.0,2.124749617,4.382333838,same,0.3818417425453663,1.39,1967.37009765625
5556,R_1dsJS0UUWqDvId3,2_70_O,3,75.0,V,9.0,1.725134923,4.123276653,same,0.3666623705625534,1.47,1968.5581262207031
5557,R_1dsJS0UUWqDvId3,2_70_O,4,42.0,I,10.0,1.424349956,3.997459319,same,0.3897566716372966,1.78,1925.8162072753903
5558,R_1dsJS0UUWqDvId3,2_70_O,5,42.0,III,10.0,8.77417927,1.597866797,same,0.3878033554553985,1.74,1938.8582263183591
5559,R_1dsJS0UUWqDvId3,2_70_O,6,55.0,IV,4.0,0.9777902915,3.217042075,same,0.3783215236663818,1.36,1964.5647802734377
5560,R_1dsJS0UUWqDvId3,2_70_O,7,55.0,V,5.0,1.016337907,3.359526927,same,0.3594507783651351,1.45,1970.2713220214844
5561,R_1dsJS0UUWqDvId3,2_70_O,8,55.0,I,6.0,2.430293058,4.774449924,same,0.3994199267029762,1.7,1924.1192163085936
5562,R_1dsJS0UUWqDvId3,2_70_O,9,55.0,V,7.0,4.960559407,4.708881,same,0.3649288165569305,1.42,1962.1380554199216
5563,R_1dsJS0UUWqDvId3,2_70_O,10,34.0,IV,4.0,3.351609166,4.780202978,same,0.3769800093770027,1.35,1961.890672607422
5564,R_1dsJS0UUWqDvId3,2_70_S,-2,,,,,,,,,
5565,R_1dsJS0UUWqDvId3,2_70_S,-1,,,,,,,,,
5566,R_1dsJS0UUWqDvId3,2_70_S,0,-39.0,I,6.0,1.892639598,4.498990275,same,0.3995297524333,1.74,1934.4464709472657
5567,R_1dsJS0UUWqDvId3,2_70_S,1,22.0,V,7.0,2.053600333,4.610023322,same,0.3589368742704391,1.44,1970.0960620117187
5568,R_1dsJS0UUWqDvId3,2_70_S,2,48.0,IV,8.0,2.124749617,4.382333838,same,0.3818417425453663,1.39,1967.37009765625
5569,R_1dsJS0UUWqDvId3,2_70_S,3,9.0,V,9.0,1.725134923,4.123276653,same,0.3666623705625534,1.47,1968.5581262207031
5570,R_1dsJS0UUWqDvId3,2_70_S,4,-20.0,I,10.0,1.424349956,3.997459319,same,0.3897566710412502,1.78,1925.816208496094
5571,R_1dsJS0UUWqDvId3,2_70_S,5,-44.0,-III,10.0,8.776193132,1.597866797,same,0.3851599514484405,1.78,1848.362391357422
5572,R_1dsJS0UUWqDvId3,2_70_S,6,18.0,IV,4.0,1.895987332,4.707430025,same,0.374647292047739,1.34,1964.325881347656
5573,R_1dsJS0UUWqDvId3,2_70_S,7,18.0,V,5.0,4.403844138,3.234612226,same,0.3594512361288071,1.45,1970.2715954589844
5574,R_1dsJS0UUWqDvId3,2_70_S,8,24.0,I,4.0,3.135504038,4.756022345,same,0.399417960345745,1.7,1924.1191723632812
5575,R_1dsJS0UUWqDvId3,2_70_S,9,62.0,V,5.0,2.176648974,4.845843548,same,0.3648804067075252,1.42,1962.137706298828
5576,R_1dsJS0UUWqDvId3,2_70_S,10,78.0,IV,6.0,3.890829101,4.023717246,same,0.3769798174500465,1.35,1961.8903576660157
5577,R_1dsJS0UUWqDvId3,3_15_O,-2,,,,,,,,,
5578,R_1dsJS0UUWqDvId3,3_15_O,-1,,,,,,,,,
5579,R_1dsJS0UUWqDvId3,3_15_O,0,,I,5.0,2.863147456,4.98886868,same,0.3609630444645881,1.07,1958.94830078125
5580,R_1dsJS0UUWqDvId3,3_15_O,1,85.0,IV,6.0,3.331409687,5.032266525,same,0.3750963240861892,1.29,1934.2750708007816
5581,R_1dsJS0UUWqDvId3,3_15_O,2,59.0,V,7.0,1.940488224,4.051514353,same,0.3843591548502445,1.44,1936.1090100097656
5582,R_1dsJS0UUWqDvId3,3_15_O,3,90.0,I,8.0,2.114184404,4.478664294,same,0.3610547786951065,1.09,1958.3358215332032
5583,R_1dsJS0UUWqDvId3,3_15_O,4,82.0,V,9.0,3.950289702,4.97055631,same,0.3818495643138885,1.29,1930.7987084960937
5584,R_1dsJS0UUWqDvId3,3_15_O,5,81.0,I,10.0,2.050099681,3.806458709,same,0.3565221275389194,1.06,1957.5921850585937
5585,R_1dsJS0UUWqDvId3,3_15_O,6,-33.0,VI,8.0,6.576890422,4.100716575,same,0.3808976563811302,1.62,1828.0299877929688
5586,R_1dsJS0UUWqDvId3,3_15_O,7,69.0,IV,5.0,3.283200749,4.384480907,same,0.3695599165558815,1.28,1928.73064453125
5587,R_1dsJS0UUWqDvId3,3_15_O,8,69.0,V,4.0,5.653174097,3.398289689,same,0.3879715779423713,1.44,1937.7578527832031
5588,R_1dsJS0UUWqDvId3,3_15_O,9,69.0,I,3.0,3.031055436,5.105102414,same,0.3617368704080582,1.09,1955.3279626464844
5589,R_1dsJS0UUWqDvId3,3_15_O,10,88.0,IV,4.0,4.669821508,5.130973741,same,0.3779772008955478,1.25,1927.7511120605468
5590,R_1dsJS0UUWqDvId3,3_15_S,-2,-1.0,,,,,,,,
5591,R_1dsJS0UUWqDvId3,3_15_S,-1,-1.0,,,,,,,,
5592,R_1dsJS0UUWqDvId3,3_15_S,0,-1.0,I,5.0,2.863147456,4.98886868,same,0.3609630444645881,1.07,1958.94830078125
5593,R_1dsJS0UUWqDvId3,3_15_S,1,34.0,IV,6.0,3.331409687,5.032266525,same,0.3750963240861892,1.29,1934.2750708007816
5594,R_1dsJS0UUWqDvId3,3_15_S,2,69.0,V,7.0,1.940488224,4.051514353,same,0.3843591548502445,1.44,1936.1090100097656
5595,R_1dsJS0UUWqDvId3,3_15_S,3,88.0,I,8.0,2.114184404,4.478664294,same,0.3610547786951065,1.09,1958.3358215332032
5596,R_1dsJS0UUWqDvId3,3_15_S,4,88.0,V,9.0,3.950289702,4.97055631,same,0.3818495643138885,1.29,1930.7987060546875
5597,R_1dsJS0UUWqDvId3,3_15_S,5,100.0,vi,10.0,2.067608309,3.806458709,same,0.391473721563816,1.49,1900.9856689453125
5598,R_1dsJS0UUWqDvId3,3_15_S,6,17.0,VI,10.0,6.318137778,4.676865829,same,0.3805880756676197,1.61,1828.034425048828
5599,R_1dsJS0UUWqDvId3,3_15_S,7,17.0,IV,3.0,4.461413056,4.913785284,same,0.3695782428979873,1.28,1928.7304443359376
5600,R_1dsJS0UUWqDvId3,3_15_S,8,28.0,V,3.0,3.79652722,5.066670126,same,0.3879711183905601,1.44,1937.7573120117188
5601,R_1dsJS0UUWqDvId3,3_15_S,9,5.0,I,4.0,1.816956387,4.588999349,same,0.3617365400493145,1.09,1955.3280895996097
5602,R_1dsJS0UUWqDvId3,3_15_S,10,-33.0,IV,4.0,4.669821508,5.130973741,same,0.3781809589266777,1.25,1927.751339111328
5603,R_1dsJS0UUWqDvId3,3_16_O,-2,,,,,,,,,
5604,R_1dsJS0UUWqDvId3,3_16_O,-1,,,,,,,,,
5605,R_1dsJS0UUWqDvId3,3_16_O,0,100.0,-VII,8.0,1.323245823,3.598910915,same,0.3629598225653171,1.1,1938.7453845214843
5606,R_1dsJS0UUWqDvId3,3_16_O,1,80.0,i,9.0,2.773006653,3.791801494,same,0.3871589389443397,1.69,1897.412841796875
5607,R_1dsJS0UUWqDvId3,3_16_O,2,11.0,i,9.0,1.426069556,3.853393903,same,0.3817181721329689,1.63,1894.362020263672
5608,R_1dsJS0UUWqDvId3,3_16_O,3,11.0,-VII,10.0,1.242978456,3.464563651,same,0.3704995432496071,1.11,1942.226623535156
5609,R_1dsJS0UUWqDvId3,3_16_O,4,-12.0,-VII,10.0,1.12451185,3.251413447,same,0.3623066303133964,1.15,1951.3695104980468
5610,R_1dsJS0UUWqDvId3,3_16_O,5,93.0,i,10.0,1.943975318,3.921003878,same,0.3798765617609024,1.67,1893.6047790527343
5611,R_1dsJS0UUWqDvId3,3_16_O,6,41.0,i,10.0,1.629755881,4.035269719,same,0.3780734446644783,1.64,1888.7715576171877
5612,R_1dsJS0UUWqDvId3,3_16_O,7,41.0,-VII,10.0,1.242978456,3.464563651,same,0.3610572709143161,1.17,1950.153162841797
5613,R_1dsJS0UUWqDvId3,3_16_O,8,41.0,-VII,10.0,1.12451185,3.251413447,same,0.3571621887385845,1.09,1954.1679479980469
5614,R_1dsJS0UUWqDvId3,3_16_O,9,54.0,i,10.0,1.943975318,3.921003878,same,0.3800964872539043,1.62,1888.1437561035157
5615,R_1dsJS0UUWqDvId3,3_16_O,10,54.0,i,10.0,1.629755881,4.035269719,same,0.3857878637313843,1.68,1892.6881420898435
5616,R_1dsJS0UUWqDvId3,3_16_S,-2,,,,,,,,,
5617,R_1dsJS0UUWqDvId3,3_16_S,-1,-1.0,,,,,,,,
5618,R_1dsJS0UUWqDvId3,3_16_S,0,80.0,-VII,8.0,1.323245823,3.598910915,same,0.3629598225653171,1.1,1938.7453845214843
5619,R_1dsJS0UUWqDvId3,3_16_S,1,95.0,i,9.0,2.773006653,3.791801494,same,0.3871589389443397,1.69,1897.412841796875
5620,R_1dsJS0UUWqDvId3,3_16_S,2,79.0,i,9.0,1.426069556,3.853393903,same,0.3817181721329689,1.63,1894.362020263672
5621,R_1dsJS0UUWqDvId3,3_16_S,3,33.0,-VII,10.0,1.242978456,3.464563651,same,0.3704995432496071,1.11,1942.226623535156
5622,R_1dsJS0UUWqDvId3,3_16_S,4,8.0,-VII,10.0,1.12451185,3.251413447,same,0.3623066303133964,1.15,1951.36951171875
5623,R_1dsJS0UUWqDvId3,3_16_S,5,8.0,-VI,10.0,1.925227393,3.921003878,same,0.3865051236748695,1.64,1942.5330603027344
5624,R_1dsJS0UUWqDvId3,3_16_S,6,87.0,i,6.0,6.378791066,1.856493381,same,0.3799231988191605,1.63,1888.564677734375
5625,R_1dsJS0UUWqDvId3,3_16_S,7,36.0,-VII,4.0,3.065381956,4.996656898,same,0.3610567365586757,1.17,1950.153029785156
5626,R_1dsJS0UUWqDvId3,3_16_S,8,36.0,-VII,5.0,5.256718864,4.015727364,same,0.3571615648269653,1.09,1954.1677856445312
5627,R_1dsJS0UUWqDvId3,3_16_S,9,49.0,i,3.0,3.129134394,5.043742939,same,0.3801057051122188,1.62,1888.1437353515623
5628,R_1dsJS0UUWqDvId3,3_16_S,10,49.0,i,4.0,2.19677447,4.537331889,same,0.3857874053716659,1.68,1892.6881591796875
5629,R_1dsJS0UUWqDvId3,3_25_O,-2,,,,,,,,,
5630,R_1dsJS0UUWqDvId3,3_25_O,-1,,,,,,,,,
5631,R_1dsJS0UUWqDvId3,3_25_O,0,-1.0,-VII,7.0,4.898445033,4.955840665,diff,0.3995338925719261,1.74,1934.4472106933597
5632,R_1dsJS0UUWqDvId3,3_25_O,1,-36.0,-VII,6.0,1.899653956,3.951760318,diff,0.3910527481138706,1.78,1925.208328857422
5633,R_1dsJS0UUWqDvId3,3_25_O,2,-36.0,I,7.0,3.550210843,3.570540956,diff,0.3953373774886131,1.23,1940.857218017578
5634,R_1dsJS0UUWqDvId3,3_25_O,3,21.0,I,6.0,0.3764736392,1.930264018,diff,0.3942999505996704,1.24,1963.2773046875
5635,R_1dsJS0UUWqDvId3,3_25_O,4,-13.0,-VII,8.0,2.962493516,4.687478304,diff,0.391148037314415,1.78,1926.1023767089844
5636,R_1dsJS0UUWqDvId3,3_25_O,5,26.0,-VII,9.0,1.959273481,3.704753414,diff,0.4004145079851151,1.68,1923.3834558105468
5637,R_1dsJS0UUWqDvId3,3_25_O,6,62.0,I,6.0,0.1778990697,1.089490567,diff,0.3913542792201042,1.23,1961.8295739746093
5638,R_1dsJS0UUWqDvId3,3_25_O,7,81.0,I,10.0,1.604750777,4.019575133,diff,0.3897368462383747,1.22,1946.5214099121097
5639,R_1dsJS0UUWqDvId3,3_25_O,8,93.0,-III,10.0,6.090282488,3.063081776,diff,0.3738560384511947,1.34,1973.3319506835935
5640,R_1dsJS0UUWqDvId3,3_25_O,9,100.0,-VII,4.0,4.630619357,4.176333571,diff,0.3909805038571358,1.66,1930.093961181641
5641,R_1dsJS0UUWqDvId3,3_25_O,10,65.0,I,4.0,2.277694311,4.11781601,diff,0.3893317079544067,1.23,1947.5332495117189
5642,R_1dsJS0UUWqDvId3,3_25_S,-2,,,,,,,,,
5643,R_1dsJS0UUWqDvId3,3_25_S,-1,,,,,,,,,
5644,R_1dsJS0UUWqDvId3,3_25_S,0,-31.0,-VII,7.0,4.898445033,4.955840665,diff,0.3995338925719261,1.74,1934.4472106933597
5645,R_1dsJS0UUWqDvId3,3_25_S,1,-61.0,-VII,6.0,1.899653956,3.951760318,diff,0.3910527481138706,1.78,1925.208328857422
5646,R_1dsJS0UUWqDvId3,3_25_S,2,100.0,I,7.0,3.550210843,3.570540956,diff,0.3953373774886131,1.23,1940.857218017578
5647,R_1dsJS0UUWqDvId3,3_25_S,3,62.0,I,6.0,0.3764736392,1.930264018,diff,0.3942999505996704,1.24,1963.2773046875
5648,R_1dsJS0UUWqDvId3,3_25_S,4,5.0,-VII,8.0,2.962493516,4.687478304,diff,0.3911480391025543,1.78,1926.1023779296877
5649,R_1dsJS0UUWqDvId3,3_25_S,5,51.0,IV,9.0,1.987928603,3.704753414,diff,0.3630228409171104,1.53,1956.7068530273436
5650,R_1dsJS0UUWqDvId3,3_25_S,6,85.0,I,7.0,2.807836101,3.957421945,diff,0.3943573927879333,1.23,1962.1040478515624
5651,R_1dsJS0UUWqDvId3,3_25_S,7,25.0,I,7.0,1.74344432,4.285846102,diff,0.3897361952066421,1.22,1946.5217590332031
5652,R_1dsJS0UUWqDvId3,3_25_S,8,-18.0,-III,8.0,6.489992396,4.040573767,diff,0.3735975901782513,1.34,1973.332099609375
5653,R_1dsJS0UUWqDvId3,3_25_S,9,76.0,-VII,4.0,3.784334091,5.05598872,diff,0.3909798015654087,1.66,1930.0939526367188
5654,R_1dsJS0UUWqDvId3,3_25_S,10,25.0,I,5.0,1.368064471,3.574386189,diff,0.3893315532803535,1.23,1947.5329956054688
5655,R_1dsJS0UUWqDvId3,3_7_O,-2,4.0,,,,,,,,
5656,R_1dsJS0UUWqDvId3,3_7_O,-1,-1.0,,,,,,,,
5657,R_1dsJS0UUWqDvId3,3_7_O,0,-52.0,V,7.0,0.1515966494,0.9263372017,diff,0.3609974631667137,1.07,1958.9482263183593
5658,R_1dsJS0UUWqDvId3,3_7_O,1,-52.0,V,10.0,1.13120494,3.276014775,diff,0.3651700744032859,1.16,1943.518271484375
5659,R_1dsJS0UUWqDvId3,3_7_O,2,39.0,I,10.0,3.032356582,3.530802736,diff,0.3765156470239162,1.23,1948.176357421875
5660,R_1dsJS0UUWqDvId3,3_7_O,3,39.0,I,10.0,2.027449514,4.460298564,diff,0.3795438633859158,1.15,1955.1856188964844
5661,R_1dsJS0UUWqDvId3,3_7_O,4,-58.0,I,9.0,0.8596479762,3.131384852,diff,0.3783557148277759,1.29,1931.649246826172
5662,R_1dsJS0UUWqDvId3,3_7_O,5,-58.0,I,10.0,1.93424817,3.810550753,diff,0.374755991846323,1.23,1949.8258972167969
5663,R_1dsJS0UUWqDvId3,3_7_O,6,-100.0,I,10.0,1.512779242,3.823945901,diff,0.3775692653656006,1.14,1954.1103247070312
5664,R_1dsJS0UUWqDvId3,3_7_O,7,-100.0,I,10.0,0.9447750772,3.078232253,diff,0.3703053763508797,1.28,1928.3790234375
5665,R_1dsJS0UUWqDvId3,3_7_O,8,-52.0,IV,10.0,3.192874261,4.242271152,diff,0.3889169371128082,1.71,1939.9467065429687
5666,R_1dsJS0UUWqDvId3,3_7_O,9,29.0,IV,10.0,2.455049928,4.201752828,diff,0.3823550952970981,1.61,1954.8203771972655
5667,R_1dsJS0UUWqDvId3,3_7_O,10,97.0,V,10.0,5.135471248,2.541814706,diff,0.3620578157901764,1.15,1937.4749133300784
5668,R_1dsJS0UUWqDvId3,3_7_S,-2,,,,,,,,,
5669,R_1dsJS0UUWqDvId3,3_7_S,-1,,,,,,,,,
5670,R_1dsJS0UUWqDvId3,3_7_S,0,-1.0,V,7.0,0.1515966494,0.9263372017,diff,0.3609974631667137,1.07,1958.9482263183593
5671,R_1dsJS0UUWqDvId3,3_7_S,1,-25.0,V,10.0,1.13120494,3.276014775,diff,0.3651700744032859,1.16,1943.518271484375
5672,R_1dsJS0UUWqDvId3,3_7_S,2,9.0,I,10.0,3.032356582,3.530802736,diff,0.3765156470239162,1.23,1948.176357421875
5673,R_1dsJS0UUWqDvId3,3_7_S,3,17.0,I,10.0,2.027449514,4.460298564,diff,0.3795438633859158,1.15,1955.1856188964844
5674,R_1dsJS0UUWqDvId3,3_7_S,4,-2.0,I,9.0,0.8596479762,3.131384852,diff,0.3783557145297527,1.29,1931.649246826172
5675,R_1dsJS0UUWqDvId3,3_7_S,5,29.0,V,10.0,1.931912748,3.810550753,diff,0.3561796075105667,1.07,1957.6651342773437
5676,R_1dsJS0UUWqDvId3,3_7_S,6,-16.0,I,10.0,3.33251247,2.836695351,diff,0.3776537324488163,1.13,1954.237138671875
5677,R_1dsJS0UUWqDvId3,3_7_S,7,-41.0,I,7.0,0.8995138296,3.136114242,diff,0.3703049387037754,1.28,1928.378878173828
5678,R_1dsJS0UUWqDvId3,3_7_S,8,37.0,IV,9.0,3.643746105,4.136166478,diff,0.3889171189069748,1.71,1939.946533203125
5679,R_1dsJS0UUWqDvId3,3_7_S,9,39.0,IV,8.0,2.574309747,4.560962494,diff,0.3823548737168312,1.61,1954.8205627441407
5680,R_1dsJS0UUWqDvId3,3_7_S,10,74.0,V,9.0,2.716189773,4.608025494,diff,0.3620584224164486,1.15,1937.475535888672
5681,R_1dsJS0UUWqDvId3,4_105_O,-2,,,,,,,,,
5682,R_1dsJS0UUWqDvId3,4_105_O,-1,,,,,,,,,
