ResponseId,Q23,Q24,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_9,Q26_10,Q26_11,Q26_12,Q26_13,Q26_14,Q26_15,Q26_16,Q26_17,Q26_18,Q26_19,Q26_20,Q27_1,Q27_2,Q27_3,Q27_4,Q27_5,Q27_6,Q27_7,Q27_8,Q27_9,Q27_10,Q27_11,Q27_12,Q27_13,Q27_14,Q27_15,Q27_16,Q27_17,Q27_18,Q27_19,Q27_20,Q27_21,Q27_22,Q27_23,Q27_24,Q27_25,Q27_26,Q27_27,Q27_28,Q27_29,Q27_30,Q27_31,Q28,Q30,Q31,Q32,Q33,Q34,Q35,age,gender,bmrq_total,goldsmi_gen,goldmsi_mt
R_3CkdS2pAdeypu10,19.0,1.0,4.0,1.0,5.0,5.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,2.0,2.0,1.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,7.0,7.0,7.0,2.0,5.0,7.0,1.0,2.0,1.0,1.0,3.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,2.0,3.0,2.0,5.0,6.0,4.0,7.0,5.0,7.0,6.0,4.0,2.0,1.0,6.0,3.0,4.0,19.0,1.0,72.0,88.0,29.0
R_7rHfkVNs7QHbLag,18.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,6.0,4.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,4.0,5.0,3.0,5.0,4.0,3.0,2.0,4.0,6.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,5.0,18.0,2.0,71.0,57.0,16.0
R_1CCTScrn2uMkLvQ,19.0,2.0,5.0,1.0,4.0,4.0,1.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,4.0,6.0,5.0,7.0,6.0,7.0,1.0,5.0,3.0,5.0,2.0,4.0,7.0,7.0,5.0,7.0,6.0,6.0,3.0,6.0,2.0,7.0,4.0,6.0,3.0,5.0,7.0,4.0,7.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,19.0,2.0,96.0,94.0,32.0
R_3lzeKfKWfV13bsI,18.0,2.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,3.0,1.0,1.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,1.0,3.0,7.0,4.0,3.0,4.0,5.0,3.0,7.0,3.0,3.0,3.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,6.0,18.0,2.0,71.0,47.0,11.0
R_7q3oA2eiv1mVVXV,23.0,1.0,4.0,2.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,1.0,2.0,5.0,6.0,7.0,3.0,1.0,3.0,3.0,5.0,2.0,3.0,2.0,7.0,3.0,5.0,4.0,4.0,3.0,5.0,6.0,3.0,7.0,6.0,3.0,4.0,3.0,1.0,7.0,3.0,5.0,1.0,1.0,1.0,3.0,2.0,23.0,1.0,71.0,64.0,23.0
R_3VvBfjYi2GDlIIN,20.0,2.0,4.0,1.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,2.0,4.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,6.0,3.0,3.0,3.0,5.0,6.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,6.0,4.0,6.0,5.0,6.0,3.0,6.0,3.0,5.0,3.0,5.0,3.0,5.0,4.0,3.0,5.0,3.0,3.0,1.0,2.0,4.0,3.0,6.0,20.0,2.0,75.0,77.0,25.0
R_3ZUuSnuIJLb5zgZ,20.0,2.0,2.0,1.0,5.0,5.0,1.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,5.0,5.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,1.0,6.0,5.0,4.0,5.0,5.0,2.0,2.0,5.0,4.0,3.0,3.0,3.0,7.0,6.0,5.0,2.0,5.0,6.0,5.0,6.0,4.0,6.0,5.0,6.0,4.0,5.0,3.0,6.0,1.0,2.0,5.0,1.0,4.0,1.0,4.0,20.0,2.0,80.0,54.0,16.0
R_72zc1kJ2g5kjTOH,20.0,2.0,4.0,2.0,5.0,4.0,1.0,4.0,3.0,5.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,4.0,5.0,2.0,5.0,5.0,5.0,6.0,3.0,3.0,6.0,4.0,5.0,3.0,2.0,4.0,5.0,3.0,1.0,5.0,6.0,5.0,5.0,3.0,5.0,3.0,5.0,2.0,6.0,4.0,3.0,5.0,6.0,4.0,6.0,7.0,6.0,3.0,4.0,20.0,2.0,79.0,86.0,38.0
R_73llbEZEiEOM6dM,18.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,6.0,6.0,5.0,5.0,4.0,7.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,6.0,4.0,4.0,7.0,6.0,2.0,4.0,3.0,3.0,6.0,4.0,5.0,5.0,4.0,4.0,4.0,1.0,5.0,5.0,1.0,2.0,18.0,2.0,63.0,71.0,26.0
R_5xIPzVntMqAeUQ9,20.0,1.0,4.0,1.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,3.0,2.0,6.0,5.0,6.0,6.0,3.0,6.0,3.0,5.0,3.0,1.0,6.0,6.0,4.0,5.0,5.0,5.0,6.0,6.0,2.0,6.0,3.0,5.0,4.0,6.0,5.0,4.0,6.0,1.0,5.0,5.0,1.0,2.0,2.0,6.0,20.0,1.0,89.0,83.0,22.0
R_5GePeLf7FEDRdre,18.0,2.0,4.0,1.0,5.0,4.0,1.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,2.0,4.0,5.0,2.0,1.0,4.0,4.0,4.0,3.0,6.0,1.0,1.0,1.0,5.0,6.0,5.0,1.0,3.0,6.0,6.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,6.0,5.0,3.0,3.0,6.0,6.0,6.0,7.0,3.0,3.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,18.0,2.0,74.0,56.0,9.0
R_6lIRnXl5iQUgYpj,21.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,5.0,6.0,5.0,3.0,2.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,2.0,5.0,6.0,2.0,2.0,2.0,6.0,3.0,2.0,21.0,2.0,64.0,58.0,25.0
R_3jpqjgXjaRUGHCx,20.0,2.0,3.0,1.0,4.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,6.0,4.0,6.0,5.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,3.0,2.0,6.0,5.0,5.0,5.0,4.0,2.0,6.0,5.0,4.0,1.0,1.0,5.0,2.0,3.0,20.0,2.0,73.0,67.0,23.0
R_5By4YMKhNg17YVn,22.0,1.0,4.0,5.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,1.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,2.0,3.0,3.0,6.0,5.0,5.0,7.0,5.0,5.0,7.0,2.0,5.0,2.0,1.0,5.0,5.0,2.0,7.0,6.0,5.0,6.0,6.0,2.0,3.0,2.0,5.0,7.0,3.0,4.0,5.0,6.0,4.0,6.0,6.0,1.0,6.0,6.0,1.0,22.0,1.0,65.0,90.0,31.0
R_5ib6q2Swb0efZFF,18.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,6.0,5.0,2.0,18.0,2.0,64.0,74.0,31.0
R_5RjPUCAz9Tjz4Co,21.0,1.0,5.0,1.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,3.0,3.0,3.0,7.0,5.0,7.0,3.0,6.0,4.0,7.0,1.0,6.0,7.0,6.0,5.0,6.0,6.0,6.0,1.0,6.0,3.0,7.0,5.0,6.0,6.0,7.0,5.0,5.0,7.0,3.0,5.0,2.0,2.0,4.0,2.0,3.0,21.0,1.0,89.0,81.0,20.0
R_1NERt9E2i9XZDVC,19.0,2.0,4.0,3.0,4.0,4.0,1.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,6.0,6.0,7.0,6.0,5.0,6.0,6.0,2.0,3.0,3.0,2.0,5.0,5.0,4.0,6.0,5.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,6.0,5.0,4.0,5.0,6.0,1.0,5.0,1.0,3.0,19.0,2.0,70.0,80.0,25.0
R_3CNngBqSh8JZci4,21.0,2.0,5.0,1.0,5.0,5.0,1.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,3.0,2.0,5.0,5.0,5.0,7.0,1.0,1.0,7.0,7.0,7.0,2.0,5.0,1.0,7.0,1.0,7.0,1.0,1.0,3.0,7.0,3.0,7.0,5.0,6.0,6.0,5.0,3.0,7.0,5.0,6.0,5.0,7.0,5.0,5.0,7.0,4.0,5.0,4.0,1.0,5.0,3.0,6.0,21.0,2.0,87.0,86.0,28.0
R_1rrqhIVOa2CidYB,18.0,2.0,5.0,1.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,7.0,3.0,5.0,5.0,6.0,2.0,4.0,1.0,4.0,3.0,5.0,2.0,5.0,5.0,7.0,3.0,6.0,5.0,7.0,4.0,6.0,2.0,7.0,4.0,6.0,6.0,5.0,6.0,4.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,6.0,18.0,2.0,90.0,71.0,12.0
R_17sqFUGKskSfCfu,18.0,1.0,4.0,1.0,5.0,5.0,2.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,7.0,4.0,6.0,5.0,3.0,5.0,4.0,2.0,6.0,2.0,6.0,4.0,2.0,3.0,7.0,5.0,7.0,5.0,6.0,7.0,7.0,2.0,6.0,6.0,3.0,6.0,3.0,3.0,2.0,5.0,6.0,2.0,2.0,1.0,7.0,3.0,7.0,18.0,1.0,89.0,77.0,27.0
R_1JOYHQs6EmxyUbv,19.0,1.0,3.0,1.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,3.0,5.0,2.0,5.0,4.0,3.0,2.0,5.0,5.0,5.0,6.0,6.0,3.0,1.0,6.0,6.0,7.0,3.0,1.0,3.0,1.0,7.0,3.0,1.0,6.0,6.0,6.0,7.0,4.0,3.0,4.0,6.0,3.0,6.0,6.0,5.0,2.0,4.0,2.0,1.0,5.0,5.0,5.0,4.0,1.0,6.0,2.0,7.0,19.0,1.0,78.0,79.0,32.0
R_5COrRguDcQhsanw,18.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,2.0,2.0,3.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,6.0,5.0,3.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,18.0,2.0,76.0,62.0,18.0
R_5nyjrWnBQAAly1P,18.0,2.0,5.0,1.0,4.0,4.0,1.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,6.0,5.0,6.0,2.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,2.0,4.0,7.0,3.0,3.0,2.0,7.0,2.0,2.0,3.0,1.0,5.0,2.0,5.0,18.0,2.0,84.0,64.0,15.0
R_3N2GrWz9K9xZojW,20.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,7.0,4.0,5.0,5.0,3.0,2.0,2.0,2.0,3.0,6.0,4.0,2.0,7.0,5.0,1.0,3.0,6.0,4.0,2.0,1.0,3.0,4.0,3.0,7.0,5.0,1.0,1.0,7.0,3.0,6.0,20.0,1.0,49.0,68.0,35.0
R_5dW9uuSSmK2iAff,21.0,1.0,4.0,1.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,2.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,6.0,7.0,1.0,5.0,2.0,6.0,7.0,4.0,2.0,4.0,6.0,7.0,5.0,3.0,5.0,7.0,5.0,6.0,7.0,4.0,4.0,3.0,5.0,7.0,2.0,5.0,3.0,6.0,6.0,5.0,7.0,5.0,2.0,6.0,4.0,5.0,2.0,6.0,21.0,1.0,88.0,86.0,28.0
R_3uFR5h8zXLFLHLb,19.0,2.0,4.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,5.0,5.0,7.0,1.0,2.0,7.0,7.0,6.0,3.0,2.0,5.0,1.0,5.0,2.0,1.0,5.0,7.0,1.0,7.0,5.0,6.0,6.0,7.0,6.0,3.0,3.0,6.0,1.0,4.0,3.0,1.0,2.0,7.0,5.0,3.0,5.0,7.0,3.0,2.0,19.0,2.0,85.0,83.0,41.0
R_1cTk4JpFTveIkoz,20.0,1.0,4.0,2.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,5.0,5.0,2.0,2.0,4.0,4.0,4.0,6.0,4.0,1.0,1.0,5.0,4.0,7.0,3.0,2.0,6.0,5.0,5.0,5.0,2.0,6.0,6.0,6.0,5.0,3.0,5.0,6.0,6.0,2.0,4.0,4.0,4.0,2.0,6.0,2.0,2.0,6.0,6.0,3.0,3.0,1.0,4.0,3.0,4.0,20.0,1.0,80.0,77.0,29.0
R_6UW0Lrs0Xg0m5PN,20.0,1.0,4.0,1.0,3.0,4.0,1.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,7.0,5.0,6.0,4.0,2.0,6.0,1.0,6.0,2.0,1.0,5.0,6.0,2.0,7.0,6.0,5.0,5.0,7.0,2.0,5.0,1.0,6.0,2.0,6.0,6.0,5.0,7.0,6.0,2.0,3.0,6.0,6.0,3.0,3.0,20.0,1.0,85.0,95.0,36.0
R_3egcrtAzyscZ7O6,19.0,2.0,5.0,1.0,5.0,3.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,3.0,2.0,3.0,5.0,3.0,6.0,4.0,4.0,3.0,6.0,2.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,1.0,3.0,2.0,5.0,19.0,2.0,84.0,77.0,24.0
R_1DP2enDFn5QykNB,19.0,2.0,4.0,1.0,4.0,5.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,2.0,5.0,6.0,7.0,2.0,4.0,6.0,3.0,5.0,4.0,7.0,4.0,7.0,5.0,6.0,5.0,1.0,7.0,6.0,6.0,1.0,7.0,3.0,7.0,5.0,6.0,5.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,19.0,2.0,70.0,50.0,7.0
R_3tFLQZzQgMqNqW5,20.0,1.0,3.0,2.0,4.0,4.0,5.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,1.0,1.0,4.0,6.0,3.0,3.0,6.0,2.0,6.0,2.0,6.0,7.0,2.0,6.0,6.0,5.0,3.0,2.0,6.0,5.0,3.0,1.0,6.0,5.0,7.0,2.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,3.0,2.0,1.0,20.0,1.0,48.0,38.0,15.0
R_3uGD1JnZB7R76et,19.0,2.0,5.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,7.0,5.0,3.0,2.0,6.0,7.0,7.0,7.0,1.0,7.0,1.0,7.0,2.0,1.0,7.0,7.0,5.0,7.0,7.0,7.0,5.0,7.0,2.0,7.0,3.0,5.0,3.0,7.0,5.0,3.0,7.0,5.0,6.0,3.0,6.0,5.0,2.0,7.0,19.0,2.0,93.0,98.0,36.0
R_5EuWWZqyvedjNXe,18.0,1.0,4.0,1.0,5.0,4.0,1.0,3.0,3.0,3.0,4.0,5.0,5.0,1.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,6.0,4.0,1.0,2.0,4.0,7.0,7.0,4.0,3.0,5.0,1.0,5.0,1.0,4.0,4.0,7.0,7.0,7.0,4.0,5.0,4.0,7.0,2.0,5.0,4.0,5.0,2.0,5.0,5.0,3.0,7.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,18.0,1.0,77.0,68.0,15.0
R_1lLczv84whbk80U,18.0,2.0,4.0,2.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,6.0,3.0,4.0,4.0,5.0,3.0,4.0,5.0,7.0,6.0,4.0,4.0,6.0,5.0,5.0,7.0,4.0,5.0,3.0,1.0,5.0,2.0,7.0,18.0,2.0,91.0,75.0,26.0
R_1Id5qj62HUwiyBm,22.0,1.0,4.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,6.0,4.0,5.0,6.0,6.0,6.0,1.0,3.0,1.0,6.0,2.0,2.0,7.0,7.0,5.0,7.0,7.0,7.0,2.0,6.0,3.0,6.0,6.0,4.0,2.0,7.0,5.0,4.0,7.0,5.0,5.0,5.0,1.0,6.0,3.0,7.0,22.0,1.0,96.0,92.0,32.0
R_1zfiymtsGq0Wgsp,20.0,2.0,2.0,4.0,5.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,5.0,1.0,2.0,5.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,5.0,2.0,3.0,5.0,3.0,2.0,5.0,3.0,3.0,6.0,5.0,3.0,5.0,5.0,5.0,2.0,7.0,3.0,5.0,1.0,5.0,2.0,7.0,5.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,20.0,2.0,55.0,42.0,8.0
R_1dsJS0UUWqDvId3,22.0,1.0,2.0,1.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,6.0,4.0,6.0,5.0,3.0,6.0,2.0,6.0,3.0,3.0,3.0,5.0,3.0,6.0,5.0,6.0,6.0,6.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,7.0,7.0,2.0,7.0,3.0,6.0,2.0,6.0,22.0,1.0,64.0,77.0,28.0
R_5hQ2E2VT84LrZSf,18.0,1.0,4.0,3.0,5.0,1.0,1.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,1.0,5.0,2.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0,5.0,6.0,4.0,3.0,3.0,4.0,3.0,5.0,2.0,1.0,5.0,5.0,4.0,7.0,3.0,5.0,7.0,7.0,3.0,3.0,6.0,4.0,5.0,5.0,5.0,4.0,7.0,7.0,6.0,3.0,6.0,7.0,3.0,2.0,18.0,1.0,67.0,73.0,39.0
R_39bn3d5gFOxzYMr,22.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,4.0,60.0,63.0,15.0
R_3qoYnwai4eDTGkp,19.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,6.0,4.0,5.0,5.0,5.0,4.0,2.0,3.0,3.0,5.0,3.0,6.0,19.0,2.0,68.0,69.0,23.0
R_5QFSUrEAbuWXQZ3,21.0,1.0,3.0,1.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,7.0,4.0,3.0,6.0,7.0,6.0,6.0,3.0,5.0,2.0,6.0,2.0,2.0,5.0,7.0,3.0,7.0,6.0,6.0,3.0,7.0,2.0,7.0,6.0,6.0,5.0,6.0,6.0,4.0,7.0,5.0,7.0,1.0,6.0,6.0,4.0,7.0,21.0,1.0,89.0,92.0,37.0
R_342jRMCUa8BrKAF,21.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,6.0,3.0,7.0,4.0,4.0,7.0,21.0,2.0,60.0,77.0,36.0
R_3EgstgVxibvqfeh,20.0,2.0,4.0,2.0,5.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,4.0,6.0,5.0,5.0,4.0,5.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,20.0,2.0,72.0,63.0,16.0
R_6gz8jeGkaIWjWUh,21.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0,6.0,4.0,4.0,6.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,21.0,1.0,61.0,68.0,18.0
